timestamp_utc,service,scenario,original_query,rewritten_query,excluded_terms,rewrite_error,use_llm,llm_model,llm_max_tokens,temperature,scoring_profile,min_score,limit,candidate_limit,rewrite_ms,search_ms,request_ms,rewrite_query_id,search_query_id,rewrite_total_elapsed_ms,search_total_elapsed_ms,request_total_elapsed_ms,rewrite_cost_total_credits,search_cost_total_credits,request_cost_total_credits,rewrite_cost_cloud_services_credits,search_cost_cloud_services_credits,rewrite_cost_compute_credits,search_cost_compute_credits,rewrite_cost_query_accel_credits,search_cost_query_accel_credits,include_tags_raw,include_tags_matched,include_tags_unknown,supported_languages_raw,supported_languages_matched,supported_languages_unknown,release_year_raw,release_year_matched,attribute_filters_enabled,attribute_filters_relaxed,attribute_filter_tags_requested,attribute_filter_supported_languages_requested,attribute_filter_release_year_requested,attribute_filter_tags,attribute_filter_supported_languages,attribute_filter_release_year,result_count,result_count_after_limit
2026-02-10T06:39:56+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,semantic_focus,0.75,10,100,2658,1739,4397,01c2504f-0005-081e-0001-397a000475d2,01c2504f-0005-07f0-0001-397a00043d3e;01c2504f-0005-081a-0001-397a00045e36,2558,63,2621,4.9e-05,9e-06,5.8e-05,4.9e-05,9e-06,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,54,10
2026-02-10T06:40:00+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,semantic_focus,0.85,10,100,1946,1842,3788,01c2504f-0005-081a-0001-397a00045e3a,01c2504f-0005-081a-0001-397a00045e3e;01c2504f-0005-081a-0001-397a00045e42,1799,58,1857,4.7e-05,8e-06,5.5e-05,4.7e-05,8e-06,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,1,1
2026-02-10T06:40:04+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,keyword_extreme,0.3,10,100,1638,1744,3382,01c25050-0005-0810-0001-397a00044df2,01c25050-0005-081e-0001-397a000475ee;01c25050-0005-081a-0001-397a00045e4e,1574,84,1658,5.5e-05,1.2e-05,6.7e-05,5.5e-05,1.2e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,83,10
2026-02-10T06:40:29+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,keyword_extreme,0.65,10,100,22525,1946,24471,01c25050-0005-0810-0001-397a00044dfa,01c25050-0005-0810-0001-397a00044e02;01c25050-0005-0810-0001-397a00044e0a,22459,96,22555,5.4e-05,1.4e-05,6.8e-05,5.4e-05,1.4e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,83,10
2026-02-10T06:40:35+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,keyword_extreme,0.75,10,100,2785,2003,4788,01c25050-0005-0810-0001-397a00044e0e,01c25050-0005-081a-0001-397a00045e5e;01c25050-0005-07f0-0001-397a00043d5e,2739,99,2838,5.6e-05,1.5e-05,7.1e-05,5.6e-05,1.5e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,54,10
2026-02-10T06:40:39+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,keyword_extreme,0.85,10,100,1784,1928,3712,01c25050-0005-081e-0001-397a000475fa,01c25050-0005-081a-0001-397a00045e66;01c25050-0005-0810-0001-397a00044e26,1691,85,1776,6.8e-05,1.3e-05,8.1e-05,6.8e-05,1.3e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,1,1
2026-02-10T06:40:44+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,no_reranker_balanced,0.3,10,100,2468,1743,4211,01c25050-0005-081a-0001-397a00045e6a,01c25050-0005-07f0-0001-397a00043d6a;01c25050-0005-0810-0001-397a00044e32,2420,90,2510,4.9e-05,1.3e-05,6.2e-05,4.9e-05,1.3e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,83,10
2026-02-10T06:40:48+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,no_reranker_balanced,0.65,10,100,2591,1579,4170,01c25050-0005-0810-0001-397a00044e36,01c25050-0005-081a-0001-397a00045e7e;01c25050-0005-0810-0001-397a00044e3e,2526,82,2608,5.6e-05,1.2e-05,6.8e-05,5.6e-05,1.2e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,83,10
2026-02-10T06:40:53+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,no_reranker_balanced,0.75,10,100,2817,1638,4455,01c25050-0005-0810-0001-397a00044e46,01c25050-0005-081a-0001-397a00045e8e;01c25050-0005-081a-0001-397a00045e92,2615,63,2678,5.3e-05,1e-05,6.3e-05,5.3e-05,1e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,54,10
2026-02-10T06:40:57+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,no_reranker_balanced,0.85,10,100,1639,1535,3174,01c25050-0005-081a-0001-397a00045e96,01c25050-0005-081a-0001-397a00045e9a;01c25050-0005-07f0-0001-397a00043d7a,1530,79,1609,4.8e-05,1.2e-05,6e-05,4.8e-05,1.2e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,1,1
2026-02-10T06:41:01+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,low_latency,0.3,10,100,1638,1750,3388,01c25050-0005-081a-0001-397a00045e9e,01c25050-0005-081e-0001-397a00047622;01c25051-0005-0810-0001-397a00044e5e,1526,113,1639,4.1e-05,1.7e-05,5.8e-05,4.1e-05,1.7e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,83,10
2026-02-10T06:41:05+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,low_latency,0.65,10,100,1667,1639,3306,01c25051-0005-0810-0001-397a00044e62,01c25051-0005-07f0-0001-397a00043d82;01c25051-0005-081a-0001-397a00045eae,1604,89,1693,5.4e-05,1.4e-05,6.8e-05,5.4e-05,1.4e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,83,10
2026-02-10T06:41:09+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,low_latency,0.75,10,100,1636,1473,3109,01c25051-0005-07f0-0001-397a00043d8a,01c25051-0005-0810-0001-397a00044e72;01c25051-0005-0810-0001-397a00044e7a,1564,96,1660,5.1e-05,1.5e-05,6.6e-05,5.1e-05,1.5e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,54,10
2026-02-10T06:41:14+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,low_latency,0.85,10,100,3002,1551,4553,01c25051-0005-07f0-0001-397a00043d96,01c25051-0005-07f0-0001-397a00043d9e;01c25051-0005-081a-0001-397a00045ebe,2959,92,3051,6.4e-05,1.3e-05,7.7e-05,6.4e-05,1.3e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,1,1
2026-02-10T06:41:19+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,reranker_heavy,0.3,10,100,2822,1825,4647,01c25051-0005-081e-0001-397a00047642,01c25051-0005-081e-0001-397a00047646;01c25051-0005-081e-0001-397a0004764a,2778,68,2846,6.3e-05,1e-05,7.3e-05,6.3e-05,1e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,83,10
2026-02-10T06:41:24+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,reranker_heavy,0.65,10,100,2832,1859,4691,01c25051-0005-0810-0001-397a00044e8a,01c25051-0005-0810-0001-397a00044e8e;01c25051-0005-081a-0001-397a00045ed6,2787,96,2883,7.3e-05,1.5e-05,8.8e-05,7.3e-05,1.5e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,83,10
2026-02-10T06:41:29+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,reranker_heavy,0.75,10,100,1692,1746,3438,01c25051-0005-07f0-0001-397a00043db6,01c25051-0005-081e-0001-397a00047656;01c25051-0005-0810-0001-397a00044e96,1583,89,1672,5.1e-05,1.3e-05,6.4e-05,5.1e-05,1.3e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,54,10
2026-02-10T06:41:34+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.0,reranker_heavy,0.85,10,100,2766,1943,4709,01c25051-0005-081e-0001-397a0004765a,01c25051-0005-0810-0001-397a00044e9a;01c25051-0005-0810-0001-397a00044e9e,2628,74,2702,6.4e-05,1.2e-05,7.6e-05,6.4e-05,1.2e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,1,1
2026-02-10T06:41:39+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.6,balanced_default,0.3,10,100,2572,1751,4323,01c25051-0005-07f0-0001-397a00043dd2,01c25051-0005-07f0-0001-397a00043dd6;01c25051-0005-081e-0001-397a0004766e,2526,100,2626,7.2e-05,1.6e-05,8.8e-05,7.2e-05,1.6e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,83,10
2026-02-10T06:41:43+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.6,balanced_default,0.65,10,100,1689,1733,3422,01c25051-0005-081e-0001-397a00047672,01c25051-0005-081e-0001-397a0004767a;01c25051-0005-0810-0001-397a00044eaa,1645,107,1752,6.8e-05,1.6e-05,8.4e-05,6.8e-05,1.6e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,83,10
2026-02-10T06:41:49+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.6,balanced_default,0.75,10,100,3373,1960,5333,01c25051-0005-0810-0001-397a00044eae,01c25051-0005-081a-0001-397a00045efe;01c25051-0005-07f0-0001-397a00043dea,3261,102,3363,7.3e-05,1.6e-05,8.9e-05,7.3e-05,1.6e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,54,10
2026-02-10T06:41:53+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.6,balanced_default,0.85,10,100,1739,1937,3676,01c25051-0005-07f0-0001-397a00043dee,01c25051-0005-0810-0001-397a00044eba;01c25051-0005-07f0-0001-397a00043dfa,1693,85,1778,6.4e-05,1.3e-05,7.7e-05,6.4e-05,1.3e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,1,1
2026-02-10T06:41:58+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.6,keyword_focus,0.3,10,100,2055,2194,4249,01c25051-0005-081a-0001-397a00045f0a,01c25051-0005-07f0-0001-397a00043dfe;01c25051-0005-081a-0001-397a00045f12,1975,82,2057,6.8e-05,1.2e-05,8e-05,6.8e-05,1.2e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,83,10
2026-02-10T06:42:03+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"cozy cat cafe management sim, but NOT a visual novel, NOT anime, avoid paid games",cozy cat cafe management sim,"[""visual novel"", ""anime"", ""paid""]",,True,claude-4-sonnet,120,0.6,keyword_focus,0.65,10,100,2483,2051,4534,01c25051-0005-07f0-0001-397a00043e02,01c25052-0005-081a-0001-397a00045f1a;01c25052-0005-07f0-0001-397a00043e0a,2432,83,2515,5.6e-05,1.3e-05,6.9e-05,5.6e-05,1.3e-05,,,,,"[""cozy"", ""cat"", ""cafe"", ""management"", ""sim""]","[""cozy"", ""management""]","[""cat"", ""cafe"", ""sim""]",[],[],[],,,True,True,"[""cozy"", ""management""]",[],,[],[],,83,10
