timestamp_utc,service,scenario,original_query,rewritten_query,excluded_terms,rewrite_error,use_llm,llm_model,llm_max_tokens,temperature,scoring_profile,min_score,limit,candidate_limit,rewrite_ms,search_ms,request_ms,rewrite_query_id,search_query_id,rewrite_total_elapsed_ms,search_total_elapsed_ms,request_total_elapsed_ms,rewrite_cost_total_credits,search_cost_total_credits,request_cost_total_credits,rewrite_cost_cloud_services_credits,search_cost_cloud_services_credits,rewrite_cost_compute_credits,search_cost_compute_credits,rewrite_cost_query_accel_credits,search_cost_query_accel_credits,include_tags_raw,include_tags_matched,include_tags_unknown,supported_languages_raw,supported_languages_matched,supported_languages_unknown,release_year_raw,release_year_from_raw,release_year_to_raw,release_year_matched,release_year_from_matched,release_year_to_matched,attribute_filters_enabled,attribute_filters_relaxed,attribute_filter_tags_requested,attribute_filter_supported_languages_requested,attribute_filter_release_year_requested,attribute_filter_release_year_from_requested,attribute_filter_release_year_to_requested,attribute_filter_tags,attribute_filter_supported_languages,attribute_filter_release_year,attribute_filter_release_year_from,attribute_filter_release_year_to,result_count,result_count_after_limit
2026-02-10T16:44:00+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,semantic_focus,0.75,10,100,1633,1373,3006,01c252ab-0005-0847-0001-397a0006157a,01c252ab-0005-0843-0001-397a00063522,1479,52,1531,5.4e-05,8e-06,6.2e-05,5.4e-05,8e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,5,5
2026-02-10T16:44:04+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,semantic_focus,0.85,10,100,1425,1125,2550,01c252ac-0005-0843-0001-397a00063526,01c252ac-0005-0847-0001-397a0006158a,1374,56,1430,4.2e-05,8e-06,5e-05,4.2e-05,8e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T16:44:07+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,keyword_extreme,0.3,10,100,1723,1440,3163,01c252ac-0005-0847-0001-397a0006158e,01c252ac-0005-0846-0001-397a00062566,1675,79,1754,5.5e-05,1.2e-05,6.7e-05,5.5e-05,1.2e-05,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:44:11+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,keyword_extreme,0.65,10,100,2144,1232,3376,01c252ac-0005-0846-0001-397a0006256e,01c252ac-0005-0846-0001-397a00062572,2039,69,2108,0.000124,1e-05,0.000134,0.000124,1e-05,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:44:14+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,keyword_extreme,0.75,10,100,1332,1025,2357,01c252ac-0005-0846-0001-397a00062576,01c252ac-0005-0846-0001-397a0006257a,1285,46,1331,6.4e-05,7e-06,7.1e-05,6.4e-05,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,5,5
2026-02-10T16:44:17+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,keyword_extreme,0.85,10,100,1432,1125,2557,01c252ac-0005-0846-0001-397a0006257e,01c252ac-0005-0846-0001-397a00062582,1288,44,1332,6.4e-05,7e-06,7.1e-05,6.4e-05,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T16:44:20+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,no_reranker_balanced,0.3,10,100,1332,884,2216,01c252ac-0005-0843-0001-397a0006354e,01c252ac-0005-0843-0001-397a00063552,1235,44,1279,4.2e-05,7e-06,4.9e-05,4.2e-05,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:44:25+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,no_reranker_balanced,0.65,10,100,1426,1545,2971,01c252ac-0005-0843-0001-397a00063556,01c252ac-0005-0843-0001-397a0006355e,1372,31,1403,4.1e-05,5e-06,4.6e-05,4.1e-05,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:44:28+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,no_reranker_balanced,0.75,10,100,1527,925,2452,01c252ac-0005-0843-0001-397a00063562,01c252ac-0005-0843-0001-397a00063566,1401,68,1469,5.1e-05,1e-05,6.1e-05,5.1e-05,1e-05,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,5,5
2026-02-10T16:44:31+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,no_reranker_balanced,0.85,10,100,1633,919,2552,01c252ac-0005-0846-0001-397a0006259e,01c252ac-0005-0846-0001-397a000625a2,1550,62,1612,8e-05,9e-06,8.9e-05,8e-05,9e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T16:44:34+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,low_latency,0.3,10,100,1153,904,2057,01c252ac-0005-0843-0001-397a00063572,01c252ac-0005-0846-0001-397a000625aa,1105,49,1154,4.6e-05,7e-06,5.3e-05,4.6e-05,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:44:37+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,low_latency,0.65,10,100,1259,973,2232,01c252ac-0005-0846-0001-397a000625ae,01c252ac-0005-0847-0001-397a000615e2,1119,86,1205,6.5e-05,1.3e-05,7.8e-05,6.5e-05,1.3e-05,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:44:39+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,low_latency,0.75,10,100,1381,862,2243,01c252ac-0005-0846-0001-397a000625b6,01c252ac-0005-0847-0001-397a000615f2,1271,39,1310,8.4e-05,6e-06,9e-05,8.4e-05,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,5,5
2026-02-10T16:44:43+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,[],,True,openai-gpt-4.1,120,0.0,low_latency,0.85,10,100,1431,1741,3172,01c252ac-0005-0846-0001-397a000625c2,01c252ac-0005-0843-0001-397a0006358a;01c252ac-0005-0846-0001-397a000625c6,1318,107,1425,8.3e-05,1.6e-05,9.9e-05,8.3e-05,1.6e-05,,,,,"[""single-player"", ""online co-op""]","[""online co-op""]","[""single-player""]",[],[],[],,,,,,,True,True,"[""online co-op""]",[],,,,[],[],,,,0,0
2026-02-10T16:44:49+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,reranker_heavy,0.3,10,100,4300,1131,5431,01c252ac-0005-0843-0001-397a00063592,01c252ac-0005-0847-0001-397a00061606,4209,53,4262,4.2e-05,8e-06,5e-05,4.2e-05,8e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:44:57+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,reranker_heavy,0.65,10,100,5422,1594,7016,01c252ac-0005-0847-0001-397a0006160a,01c252ac-0005-0843-0001-397a000635a2,5300,79,5379,7.3e-05,1.2e-05,8.5e-05,7.3e-05,1.2e-05,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:45:00+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,reranker_heavy,0.75,10,100,1683,1129,2812,01c252ac-0005-0847-0001-397a00061616,01c252ac-0005-0846-0001-397a000625da,1557,78,1635,5.5e-05,1.2e-05,6.7e-05,5.5e-05,1.2e-05,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,5,5
2026-02-10T16:45:05+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.0,reranker_heavy,0.85,10,100,3378,1103,4481,01c252ad-0005-0846-0001-397a000625de,01c252ad-0005-0847-0001-397a00061626,3286,56,3342,0.000159,8e-06,0.000167,0.000159,8e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T16:45:09+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,balanced_default,0.3,10,100,1398,1253,2651,01c252ad-0005-0846-0001-397a000625e2,01c252ad-0005-0843-0001-397a000635b6,1349,43,1392,6.5e-05,6e-06,7.1e-05,6.5e-05,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:45:12+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,balanced_default,0.65,10,100,1136,1233,2369,01c252ad-0005-0843-0001-397a000635ba,01c252ad-0005-0847-0001-397a00061632,1092,57,1149,4.4e-05,9e-06,5.3e-05,4.4e-05,9e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:45:15+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,balanced_default,0.75,10,100,1120,1278,2398,01c252ad-0005-0847-0001-397a00061636,01c252ad-0005-0843-0001-397a000635ca,1015,43,1058,5.4e-05,6e-06,6e-05,5.4e-05,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,5,5
2026-02-10T16:45:18+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,balanced_default,0.85,10,100,1943,1125,3068,01c252ad-0005-0847-0001-397a0006163a,01c252ad-0005-0847-0001-397a00061642,1787,55,1842,5.7e-05,8e-06,6.5e-05,5.7e-05,8e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T16:45:22+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,keyword_focus,0.3,10,100,1641,1348,2989,01c252ad-0005-0847-0001-397a0006164a,01c252ad-0005-0847-0001-397a00061652,1543,92,1635,6.6e-05,1.4e-05,8e-05,6.6e-05,1.4e-05,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:45:26+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,keyword_focus,0.65,10,100,2245,1131,3376,01c252ad-0005-0843-0001-397a000635d6,01c252ad-0005-0847-0001-397a00061662,2174,49,2223,5.8e-05,7e-06,6.5e-05,5.8e-05,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:45:29+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,keyword_focus,0.75,10,100,1486,1262,2748,01c252ad-0005-0843-0001-397a000635de,01c252ad-0005-0843-0001-397a000635e6,1379,45,1424,5.9e-05,7e-06,6.6e-05,5.9e-05,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,5,5
2026-02-10T16:45:34+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,keyword_focus,0.85,10,100,1482,2048,3530,01c252ad-0005-0847-0001-397a00061672,01c252ad-0005-0847-0001-397a0006167a,1347,58,1405,5.9e-05,9e-06,6.8e-05,5.9e-05,9e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T16:45:37+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,semantic_focus,0.3,10,100,1844,1131,2975,01c252ad-0005-0843-0001-397a000635f6,01c252ad-0005-0847-0001-397a0006168a,1339,40,1379,7.9e-05,6e-06,8.5e-05,7.9e-05,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:45:41+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,semantic_focus,0.65,10,100,1837,1237,3074,01c252ad-0005-0843-0001-397a00063602,01c252ad-0005-0843-0001-397a0006360a,1768,59,1827,5.6e-05,9e-06,6.5e-05,5.6e-05,9e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:45:45+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,[],,True,openai-gpt-4.1,120,0.6,semantic_focus,0.75,10,100,1424,2148,3572,01c252ad-0005-0847-0001-397a0006169a,01c252ad-0005-0847-0001-397a000616a2;01c252ad-0005-0843-0001-397a0006361a,1311,113,1424,7.8e-05,1.7e-05,9.5e-05,7.8e-05,1.7e-05,,,,,"[""single-player"", ""online co-op""]","[""online co-op""]","[""single-player""]",[],[],[],,,,,,,True,True,"[""online co-op""]",[],,,,[],[],,,,20,10
2026-02-10T16:45:54+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,semantic_focus,0.85,10,100,5544,1739,7283,01c252ad-0005-0843-0001-397a00063622,01c252ad-0005-0843-0001-397a0006362a,5271,85,5356,0.0002,1.3e-05,0.000213,0.0002,1.3e-05,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T16:45:58+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,keyword_extreme,0.3,10,100,1844,1236,3080,01c252ad-0005-0843-0001-397a00063632,01c252ad-0005-0847-0001-397a000616b6,1699,52,1751,0.000141,8e-06,0.000149,0.000141,8e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:46:02+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,keyword_extreme,0.65,10,100,1732,1337,3069,01c252ad-0005-0847-0001-397a000616be,01c252ae-0005-0847-0001-397a000616c6,1594,43,1637,7.6e-05,6e-06,8.2e-05,7.6e-05,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:46:05+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,keyword_extreme,0.75,10,100,1426,1234,2660,01c252ae-0005-0843-0001-397a0006364a,01c252ae-0005-0847-0001-397a000616d2,1375,57,1432,6e-05,9e-06,6.9e-05,6e-05,9e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,5,5
2026-02-10T16:46:08+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,keyword_extreme,0.85,10,100,1222,1331,2553,01c252ae-0005-0847-0001-397a000616da,01c252ae-0005-0843-0001-397a00063656,1152,46,1198,5.7e-05,7e-06,6.4e-05,5.7e-05,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T16:46:12+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,no_reranker_balanced,0.3,10,100,1229,1336,2565,01c252ae-0005-0843-0001-397a0006365e,01c252ae-0005-0847-0001-397a000616ee,1147,64,1211,5e-05,1e-05,6e-05,5e-05,1e-05,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:46:15+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,no_reranker_balanced,0.65,10,100,1530,1030,2560,01c252ae-0005-0843-0001-397a0006366e,01c252ae-0005-0847-0001-397a000616f6,1469,47,1516,5.3e-05,7e-06,6e-05,5.3e-05,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
2026-02-10T16:46:20+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,no_reranker_balanced,0.75,10,100,1221,2051,3272,01c252ae-0005-0843-0001-397a0006367a,01c252ae-0005-0843-0001-397a00063686,1069,103,1172,5.6e-05,1.6e-05,7.2e-05,5.6e-05,1.6e-05,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,5,5
2026-02-10T16:46:27+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,no_reranker_balanced,0.85,10,100,5117,1024,6141,01c252ae-0005-0843-0001-397a0006368e,01c252ae-0005-0843-0001-397a0006369a,4999,59,5058,0.000135,9e-06,0.000144,0.000135,9e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T16:46:30+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"single-player ONLY, but I also need online co-op with friends",single-player online co-op friends,"[""multiplayer""]",,True,openai-gpt-4.1,120,0.6,low_latency,0.3,10,100,1386,1029,2415,01c252ae-0005-0843-0001-397a000636a2,01c252ae-0005-0843-0001-397a000636aa,1238,37,1275,5.8e-05,6e-06,6.4e-05,5.8e-05,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,48,10
